1.907124359000000311e+02,1.940925903320312500e+02
1.892339278999999976e+02,1.940925903320312500e+02
1.890029128999999841e+02,1.940925903320312500e+02
1.884811751999999956e+02,1.940925903320312500e+02
1.893666138000000103e+02,1.940925903320312500e+02
1.888415039000000206e+02,1.940925903320312500e+02
1.887006454000000133e+02,1.940925903320312500e+02
1.896780060000000105e+02,1.940925903320312500e+02
1.893609802000000002e+02,1.940925903320312500e+02
1.889605621000000042e+02,1.940925903320312500e+02
1.886673203000000285e+02,1.940925903320312500e+02
1.890786284999999793e+02,1.940925903320312500e+02
1.888114120000000185e+02,1.940925903320312500e+02
1.892372009000000048e+02,1.940925903320312500e+02
1.890177306999999871e+02,1.940925903320312500e+02
1.891972304999999892e+02,1.940925903320312500e+02
1.892130996999999866e+02,1.940925903320312500e+02
1.896517821999999853e+02,1.940925903320312500e+02
1.890255065999999999e+02,1.940925903320312500e+02
1.894019028000000162e+02,1.940925903320312500e+02
1.899122940000000028e+02,1.940925903320312500e+02
1.891449219000000141e+02,1.940925903320312500e+02
1.891390503000000081e+02,1.940925903320312500e+02
1.890264190999999983e+02,1.940925903320312500e+02
1.894855727999999999e+02,1.940925903320312500e+02
1.891008254999999849e+02,1.940925903320312500e+02
1.892746917999999994e+02,1.940925903320312500e+02
1.902069839000000115e+02,1.940925903320312500e+02
1.896308945000000108e+02,1.940925903320312500e+02
1.890266570999999942e+02,1.940925903320312500e+02
1.894226913000000252e+02,1.940925903320312500e+02
1.902024216000000081e+02,1.940925903320312500e+02
1.894302291999999852e+02,1.940925903320312500e+02
1.892372009000000048e+02,1.940925903320312500e+02
1.887404571999999803e+02,1.940925903320312500e+02
1.896449187999999992e+02,1.940925903320312500e+02
1.891878676999999982e+02,1.940925903320312500e+02
1.889667114000000083e+02,1.940925903320312500e+02
1.895251862000000074e+02,1.940925903320312500e+02
1.899655350000000169e+02,1.940925903320312500e+02
1.891266921999999795e+02,1.940925903320312500e+02
1.891292708999999945e+02,1.940925903320312500e+02
1.894570084000000065e+02,1.940925903320312500e+02
1.891758864999999901e+02,1.940925903320312500e+02
1.892362090999999964e+02,1.940925903320312500e+02
1.895127487000000031e+02,1.940925903320312500e+02
1.891000519000000111e+02,1.940925903320312500e+02
1.899441909999999893e+02,1.940925903320312500e+02
1.897799651999999639e+02,1.940925903320312500e+02
1.897527893000000176e+02,1.940925903320312500e+02
1.901751465000000110e+02,1.940925903320312500e+02
1.875163512999999966e+02,1.940925903320312500e+02
1.889336242999999911e+02,1.940925903320312500e+02
1.890915023999999960e+02,1.940925903320312500e+02
1.884968657999999948e+02,1.940925903320312500e+02
1.886945159999999930e+02,1.940925903320312500e+02
1.895052704000000006e+02,1.940925903320312500e+02
1.892710021999999981e+02,1.940925903320312500e+02
1.895371078000000296e+02,1.940925903320312500e+02
1.895894759999999906e+02,1.940925903320312500e+02
1.896940139999999815e+02,1.940925903320312500e+02
1.897857970999999964e+02,1.940925903320312500e+02
1.888336883999999998e+02,1.940925903320312500e+02
1.889517548000000318e+02,1.940925903320312500e+02
1.892777664000000186e+02,1.940925903320312500e+02
1.893192245000000185e+02,1.940925903320312500e+02
1.893587981999999954e+02,1.940925903320312500e+02
1.892883986999999877e+02,1.940925903320312500e+02
1.891164368000000024e+02,1.940925903320312500e+02
1.895087020999999936e+02,1.940925903320312500e+02
1.899314758000000154e+02,1.940925903320312500e+02
1.893011336999999799e+02,1.940925903320312500e+02
1.891030471999999918e+02,1.940925903320312500e+02
1.896888168000000121e+02,1.940925903320312500e+02
1.891915572999999995e+02,1.940925903320312500e+02
1.892435286999999846e+02,1.940925903320312500e+02
1.885444138000000009e+02,1.940925903320312500e+02
1.890215393000000290e+02,1.940925903320312500e+02
1.889948593000000017e+02,1.940925903320312500e+02
1.887961379999999849e+02,1.940925903320312500e+02
1.893618134000000168e+02,1.940925903320312500e+02
1.901657639000000017e+02,1.940925903320312500e+02
1.897231339000000219e+02,1.940925903320312500e+02
1.898891051999999888e+02,1.940925903320312500e+02
1.895117171999999925e+02,1.940925903320312500e+02
1.895192946999999890e+02,1.940925903320312500e+02
1.901087143000000026e+02,1.940925903320312500e+02
1.896886185000000182e+02,1.940925903320312500e+02
1.896111176000000000e+02,1.940925903320312500e+02
1.897617354999999861e+02,1.940925903320312500e+02
1.883983383000000060e+02,1.940925903320312500e+02
1.888685409999999933e+02,1.940925903320312500e+02
1.893125991999999940e+02,1.940925903320312500e+02
1.892443619000000012e+02,1.940925903320312500e+02
1.888382904000000053e+02,1.940925903320312500e+02
1.888241074000000026e+02,1.940925903320312500e+02
1.888728653000000293e+02,1.940925903320312500e+02
1.891288146999999924e+02,1.940925903320312500e+02
1.887336334000000022e+02,1.940925903320312500e+02
1.892327179000000115e+02,1.940925903320312500e+02
1.889305893000000083e+02,1.940925903320312500e+02
1.895876510999999880e+02,1.940925903320312500e+02
1.891423430999999766e+02,1.940925903320312500e+02
1.891587082000000066e+02,1.940925903320312500e+02
1.886367324999999937e+02,1.940925903320312500e+02
1.898329880000000003e+02,1.940925903320312500e+02
1.900017563000000109e+02,1.940925903320312500e+02
1.881907303000000127e+02,1.940925903320312500e+02
1.887007248000000175e+02,1.940925903320312500e+02
1.897214676000000111e+02,1.940925903320312500e+02
1.880242034999999987e+02,1.940925903320312500e+02
1.890227889999999888e+02,1.940925903320312500e+02
1.897027022999999986e+02,1.940925903320312500e+02
1.887753098000000307e+02,1.940925903320312500e+02
1.891673964999999953e+02,1.940925903320312500e+02
1.893037720000000093e+02,1.940925903320312500e+02
1.886481780999999955e+02,1.940925903320312500e+02
1.900811812999999972e+02,1.940925903320312500e+02
1.892586440999999979e+02,1.940925903320312500e+02
1.895588286999999639e+02,1.940925903320312500e+02
1.888938324000000080e+02,1.940925903320312500e+02
1.885726410000000044e+02,1.940925903320312500e+02
1.886466704999999990e+02,1.940925903320312500e+02
1.882901703000000282e+02,1.940925903320312500e+02
1.887689621000000102e+02,1.940925903320312500e+02
1.895879089000000022e+02,1.940925903320312500e+02
1.891374435000000176e+02,1.940925903320312500e+02
1.894650024000000030e+02,1.940925903320312500e+02
1.890244354000000158e+02,1.940925903320312500e+02
1.889445938000000069e+02,1.940925903320312500e+02
1.896280974999999955e+02,1.940925903320312500e+02
1.914771301000000108e+02,1.940925903320312500e+02
1.887928451999999879e+02,1.940925903320312500e+02
1.890543488000000139e+02,1.940925903320312500e+02
1.903352065999999922e+02,1.940925903320312500e+02
1.897072052000000042e+02,1.940925903320312500e+02
1.889808350000000132e+02,1.940925903320312500e+02
1.889239838000000304e+02,1.940925903320312500e+02
